,cluster_id,x,y,z,sentence
250,5,-0.75417715,-7.3181033,4.435266,"This feminine form of Rex is from the Latin for ""queen"""
251,1,7.455132,4.478907,2.081565,:-* Gene Simmons might accept one of these from any pretty woman
252,16,-5.7083335,-6.480192,6.4884443,"The 2 colors found on all 3 national flags of the U.S., Mexico & Canada"
253,3,-8.508132,3.1941454,3.599975,"A holder for liquid, or a military base's general store"
254,16,-3.2471187,-2.1969378,-4.352076,In Feb. 2005 a reenactment was staged for this 140th anniversary of this fort's reoccupation by Union troops
255,1,-2.9119549,7.8096495,2.3619933,"Her 18th birthday party was ""A Cinderella Story"" with 300 guests & red velvet cake"
256,1,-4.4648266,-4.254935,-2.952475,This Welsh form of Margaret was among the USA's top 10 girls' names of the 1990s
257,5,-2.6804025,-4.2471457,6.912364,=|:-)= This is an extension of the initials U.S.
258,0,5.3355336,-7.666924,9.939893,"The <a href=""http://www.j-archive.com/media/2006-02-06_J_29.jpg"" target=""_blank"">flag</a> of this U.S. possession is almost the same as the flag of Cuba"
259,3,-4.74353,1.8410214,3.9493134,"Golfing ""hole"" with a bar (where you can't go), or the amendment granting women's suffrage"
260,18,8.447831,-2.4564989,-2.9001195,"On Sept. 2, 1864 this general sent a wire saying, ""Atlanta is ours, and fairly won"""
261,19,2.0185924,8.361727,-3.172901,"""You Stand Watching"" this ""Shine On"" singer"
262,1,-0.19248314,4.181906,2.2410266,"Previously attached to Theo- & Isa-, it became popular by itself after appearing in ""David Copperfield"""
263,3,-4.102354,-0.90062016,5.479697,:-b.. Doing this means either you're hungry or you're a pig
264,18,-5.546171,-7.1884303,4.813137,The first 50-star U.S. flag was officially raised on July 4 of this year
265,2,2.6425893,-0.7603617,4.571765,"Number of lines in Shakespeare's poem that starts ""Shall I compare thee to a summer's day?"""
266,4,-6.404596,-6.6515346,-6.481622,"Ljubljana, Bratislava, Barcelona"
267,16,0.80339915,-0.8839831,-6.639803,"Mike Eruzione of Winthrop, Mass. was captain of the miraculous 1980 Olympic team in this sport"
268,10,-12.268759,-0.035536595,2.2912261,"At sea level at 70 degrees this travels 1,129 feet per second; it speeds up over 1 foot per sec. for each rising degree"
269,2,6.813541,-6.948565,1.0119843,"""I beheld the wretch--the miserable monster whom I had created"""
270,1,-3.455144,1.3947171,2.6496592,"Found ""just what I needed"" at this ""City"", an electronics store"
271,5,-1.7262053,-8.925777,3.2804058,The name of this color comes from the Greek word porphyra
272,4,-6.3730917,-6.689512,-6.541475,"Istanbul, Ottawa, Amman"
273,0,6.087686,-6.686031,9.471142,"(<a href=""http://www.j-archive.com/media/2006-02-06_DJ_23.jpg"" target=""_blank"">Jimmy of the Clue Crew puts some lines on the ice in the Olympic Oval rink at Park City, UT.</a>)  In 1998, <a href=""http://www.j-archive.com/media/2006-02-06_DJ_23a.jpg"" target=""_blank"">this U.S. skater</a> was 2nd at Nagano; in 2002, she was 3rd here in Utah"
274,16,-3.077705,0.84894806,-7.241202,"The largest tree, the General Sherman in California, is this type, also called a Sierra Redwood"
275,2,7.5122666,-5.9547024,1.4250422,"""Take thy beak from out my heart, and take thy form from off my door!"""
276,5,-2.357384,-4.121752,1.3043845,SKX is the stock symbol for this manufacturer of sporty shoes
277,5,-1.9372187,-6.331043,4.8450537,"A bowl-shaped depression, as from the impact of a meteorite, it's from the Greek for ""mixing bowl"""
278,4,-6.450687,-6.5667048,-6.371155,"Sofia, Sarajevo, Saigon"
279,16,-0.5420263,0.14472848,-5.936192,"Life has its ups & downs for Travis Mayer, a 2002 medalist in the event named for these little hills on the slopes"
280,0,6.087686,-6.686031,9.471142,"(<a href=""http://www.j-archive.com/media/2006-02-06_DJ_13.jpg"" target=""_blank"">Sarah of the Clue Crew reads from the pole vault at Duke University's track in Durham, NC.</a>)  In bending an elastic solid, stress is the force causing deformation & this is the 6-letter term for <a href=""http://www.j-archive.com/media/2006-02-06_DJ_13a.jpg"" target=""_blank"">the deformation</a>"
281,2,8.234782,-6.9676137,-1.4507424,"""'Do all lawyers defend n-negroes, Atticus?'  'Of course they do, Scout'"""
282,11,-1.7168629,-4.031944,0.62870365,"This ""Urban"" store is the parent company of Anthropologie"
283,5,-1.9754503,-8.60256,6.0784063,"From the Greek for ""false name"", it's a fictitious name used by an author"
284,4,-6.4072003,-6.644633,-6.479081,"Bucharest, Bonn, Bern"
285,11,1.1440401,-0.6410203,-6.2650723,In 2002 Vonetta Flowers & Jill Bakken won gold in the 2-woman version of this high-speed sport
286,5,-4.650326,-5.008643,4.6513977,6 elements once known as inert gases are now known by this aristocratic name
287,2,5.1017714,-6.734074,0.70574707,"""For never man had a more faithful, loving, sincere servant, than Friday was to me"""
288,1,0.83761966,-1.5208292,-2.445233,"This bookstore chain is named for its ""edgy"" founders, brothers Tom & Louis"
289,0,6.087686,-6.686031,9.471142,"(<a href=""http://www.j-archive.com/media/2006-02-06_DJ_04.jpg"" target=""_blank"">Jon of the Clue Crew paddles his kayak.</a>)  Kayak is an example of this type of reversible word from the Greek for ""running back again"""
290,4,-6.739646,-6.057078,-5.728981,"Belize City, Guatemala City, Panama City"
291,16,0.53786707,-0.6189845,-5.5917516,"His ""Bode"" of work includes 2 Alpine skiing silver medals in 2002"
292,0,6.087686,-6.686031,9.471142,"(<a href=""http://www.j-archive.com/media/2006-02-06_DJ_15.wmv"">A honey-colored retriever named Max tries to lick Cheryl of the Clue Crew as she pets him at NC State University in Raleigh, NC.</a>)  Veterinarians refer to this area of an animal's body as the posterior or this region, from the Latin for ""the tail"""
293,2,7.961708,-6.7815833,-1.2305679,"""'...Why look'st thou so?'--'With my crossbow I shot the albatross'"""
294,5,-2.0487683,-4.151264,1.1455308,"The name of this clothing store for teens is French for ""airmail"""
295,3,-8.330803,2.8032367,6.257217,It's an outline of the contents of a course or curriculum
296,18,10.473516,-1.7506003,-1.0501168,"On December 27, 1831 it departed Plymouth, England to map the coastline of South America"
297,1,-0.05915151,-0.0029871725,0.32654393,goop.com is a lifestyles website from this Oscar-winning actress; the g & p represent her initials
298,1,6.1559367,-5.2212787,-3.2671032,"On March 19, 2009 he said, ""I'm excited and honored to introduce my first guest... Barack Obama"""
299,4,3.756438,2.448709,-10.007666,"Baylor, Stephen F. Austin, Rice"
300,5,-1.960191,-4.194842,4.591581,Synonym for dignity that's the term for a group of lions
301,3,-4.9473376,0.47074836,7.1580095,"If you're a beginner, you might hippity-hop over to this smaller, gentler slope"
302,3,-2.997691,0.5618325,4.208195,"If your mate from Marseilles says he's getting to LAX via ""Sud-Ouest"", pick him up at this carrier"
303,17,5.55887,5.0654306,-2.7958543,In 2008 David Gregory became moderator of this NBC Sunday morning news show
304,12,-1.0433472,6.4003544,-2.865259,"Time magazine said this 2003 Pixar film was ""the ultimate fish-out-of-water story"""
305,4,3.8115659,2.4967444,-9.9443035,"Antioch, Bowling Green, Kent State"
306,7,-7.6006255,2.3169832,-1.0630425,"Like peas, whales & seals are in groups called these"
307,3,-6.4531565,-0.1511282,3.9071312,"Something you'd sprinkle on after a shower, it's also the term for soft, dry, freshly fallen snow"
308,1,-0.5569436,7.5366125,5.1966743,"Duck, duck, l'oie; (l'oie of course referring to this other feathered friend)"
309,11,-6.051684,-2.6566901,-0.6612461,Linus Torvalds is the father of this operating system used on cell phones & supercomputers
310,1,0.69771236,1.8899376,-1.0568908,"Of his dialogue, this Han Solo actor said, ""You can type this (stuff), George, but you sure can't say it"""
311,4,3.922666,2.6019428,-9.997875,"DePaul, Wheaton, Northwestern"
312,7,-7.4284124,1.6565722,-1.4893447,A crash is a group of these large horned mammals
313,16,-2.8935769,1.0267563,-7.731742,"In California, a premier spot for skiing is this resort area that shares its name with a prehistoric elephant"
314,5,-4.6648993,-5.804158,2.3878293,"""Je ne sais pas"" means this, but you still get credit if you phrase it in the form of a question"
315,4,7.7955995,-3.4283648,-7.2575955,"The district of conservative rep. Patrick McHenry in this state includes Mooresville, a home of NASCAR"
316,12,2.0904188,5.0566053,-0.16768463,"Tim Robbins played a public TV newsman in ""Anchorman: The Legend of"" him"
317,4,4.2666316,2.3184907,-8.004208,"Wayne State, Kalamazoo College, Madonna University (it's Franciscan Catholic, not Material Girl)"
318,3,-7.2191443,3.0793514,4.4244676,"It can be a pack of dogs, or a place to board them"
319,3,-6.5377283,0.2098595,0.5875474,In this type of race you have to zigzag between flags or other obstacles in proper order
320,3,-5.63949,-1.9216604,3.7969778,"When mom tells you to do something ""Maintenant!"", she means this"
321,11,-5.7745137,-2.4702857,-0.582387,Elon Musk is now making rockets & electric cars; before that he co-founded & sold this electronic payment system
322,12,4.3134494,6.552176,-0.7100601,"We were frakkin' sad when this sci fi show had its series finale on March 20, 2009"
323,4,3.903568,2.593025,-10.024765,"Grambling, McNeese State, Southern"
324,7,-6.973661,1.5329254,-2.1125276,A flock of these black birds is called a murder
325,3,-6.785588,0.68605286,3.5591407,"Bumps or mounds of snow that accumulate on a slope are called these, like some very wealthy & powerful people"
326,5,-2.5109644,-5.766479,6.620059,"""Huitieme"" is French for this ordinal number"
327,2,3.6359818,-3.0602794,2.30258,Her home Orchard House was the model for whre the March family lived in her most famous novel
328,8,-0.06328234,10.290676,-3.8416262,"""X&Y"", ""Parachutes"""
329,7,-10.169542,-0.5334194,-0.38218516,This cord that connects a fetus to the placenta contains 2 arteries & 1 vein
330,5,-1.6765103,-3.2092912,5.9948673,"Che Guevara probably knew the political-sounding term for the root symbol seen <a href=""http://www.j-archive.com/media/2009-05-08_DJ_26.jpg"" target=""_blank"">here</a>"
331,11,-6.147721,-2.719749,-6.093688,The World Wide Web gets its first page
332,5,-1.3418028,-7.1687074,5.0558553,"This adjective meaning deceptive or sneaky is from the Latin de via, meaning ""out of the way"""
333,18,7.1231055,-0.9591512,-1.6680706,"During the War Of 1812, this ""Rip Van Winkle"" author wrote biographies of Naval commanders"
334,8,-0.69510657,9.986687,-3.6732645,"""American Idiot"", ""Dookie"""
335,7,-10.408392,-0.14323111,-0.83978647,"The human body has 3 types of these: skeletal, smooth & cardiac, a combination of skeletal & smooth"
336,3,-3.8241825,-2.492794,6.356392,You should answer this one automatically: It's the property that says a = a
337,10,-9.095642,-3.2629392,-0.5283094,The first controlled nuclear chain reaction
338,5,-0.33737206,-8.456535,4.2377906,"This New York island's name may come from the Algonquian word for ""island"""
339,1,2.0151625,-2.3148913,-0.0025511584,"Susan & Benjamin Cheever, children of this short story master, are both authors as well"
340,8,-1.0040321,11.33471,-3.356855,"""Master of Puppets"", ""Death Magnetic"""
341,7,-10.302027,-0.69803244,-0.3855672,The talus fits between the ends of these 2 bones forming the ankle joint
342,0,7.650115,-6.846181,9.983462,"(<a href=""http://www.j-archive.com/media/2009-05-08_DJ_28.jpg"" target=""_blank"">Kelly of the Clue Crew shows an array of numbers enclosed in brackets on the monitor.</a>)  A set of numbers in rows and columns can be used in many ways--for example, to encrypt a code or create 3-D computer graphics; the set shares this name with a 1999 film"
343,4,6.172581,4.0798182,5.096084,"Khruschev's ""Secret Speech"" denounces Stalin"
344,5,-1.035894,-7.8731,4.806159,"This compass direction may come from the Proto-Germanic for ""to the left of the rising sun"""
345,1,-1.2871022,8.133708,1.1707222,"He stood 5'3"" & was the subject of movies that came out in 2005 & 2006"
346,5,5.264461,-7.2975197,-2.9532926,"""In Your Honor"", ""The Color and the Shape"""
347,7,-10.491701,-0.25298822,-0.88918126,"Humans have 33 vertebrae, 7 of them cervical, meaning they are in this part of the body"
348,5,-3.3392313,-3.8639135,7.015708,The symbol <i>i</i> is used to represent the imaginary square root of this number
349,4,2.0861995,-0.50936425,0.54198074,"George Orwell, 34 years dead, hits the bestseller list"
350,5,-1.6966121,-6.479942,4.6614428,"From the Latin for ""much writing"", it's another name for a lie detector test"
351,2,3.043307,-0.24731107,0.40537086,"He reviewed films & TV for the New Republic before his first book, ""Goodbye, Columbus"", was published in 1959"
352,8,-1.2242384,10.808156,-3.4964225,"""Beggars Banquet"", ""Steel Wheels"""
353,7,-10.57237,-0.9718513,-0.45696747,The pons connects the 2 hemispheres of this part of the brain that regulates balance
354,0,7.650115,-6.846181,9.983462,"(<a href=""http://www.j-archive.com/media/2009-05-08_DJ_30.jpg"" target=""_blank"">Jimmy of the Clue Crew shows a geometric diagram on the monitor.</a>)  Half the base times the height gives the area of a triangle; for a <a href=""http://www.j-archive.com/media/2009-05-08_DJ_30a.jpg"" target=""_blank"">cylinder</a>, the area of the base times the height gives this measurement"
355,3,-6.2458076,-2.0694675,-6.27715,Man first reaches the South Pole
356,5,-2.1673234,-6.5665164,4.0884547,"A type of ear implant to help the deaf, it's from the Greek for ""snail"""
357,2,6.5001125,-6.3155446,3.854621,"He filed for divorce citing Leviticus 20:21, ""If a man shall take his brother's wife, it is an unclean thing"""
358,18,5.3254504,-0.8323191,-4.7616334,Edward Beale brought news of this 1848 discovery in California to the east coast
359,10,-12.693069,1.2625043,1.3639578,The amount of this in a solution can be measured by a saccharometer
360,7,-1.9616987,1.7989919,9.701128,Daedalus used this substance to fasten the wings to his back
361,17,3.5714865,3.7857883,-1.5424222,"This Sunday night series is subtitled ""The New Adventures of Superman"""
362,16,5.5044856,-0.6865625,-4.0739813,This state's Days of '47 Festival honors the day Brigham Young reached the Salt Lake Valley in 1847
363,7,-7.2678266,7.028015,-1.0933213,A complete donut center
364,16,-1.9127762,1.0186906,-5.872301,"Stephen Long & Zebulon Pike have peaks named for them in this state, an area they said was uninhabitable"
365,10,-12.496497,1.2018677,1.4460533,The energy from this is measured by a pyrheliometer
366,1,-1.9602163,1.8111964,9.701379,Cadmus planted these parts of a dragon to raise some troops
367,12,3.3909035,3.0246446,-1.0894746,"""Freddy's Nightmares"", a horror anthology that debuted in 1988, was based on this movie series"
368,9,-0.16770513,3.492378,-8.629846,"Monroe, near Snohomish in this state, is the site of the annual Evergreen State Fair"
369,3,-5.6443343,2.8340456,6.042081,"In a restaurant, it's a quartet's table request"
370,18,10.509898,-1.7442704,-1.1947205,Co-commanders of the 1st U.S. expedition to explore from Mississippi to the west coast
371,3,-11.168189,-0.1339798,2.0995798,An odometer measures the distance covered by a vehicle & this device measures how far you've walked
372,15,4.7795925,1.8141578,6.2687984,"The sister of Orestes, mourning became her"
373,12,3.5319917,5.173898,0.041356392,This crime drama with Robert Wagner & Stefanie Powers was created by Sidney Sheldon
374,16,0.66040444,3.1256213,-7.7728024,"Dog lovers look forward to the Westminster Kennel Club dog show, held each February in this city"
375,3,-3.882594,2.745763,0.67713195,Contented performing kittens might be paid this way
376,18,4.1747017,-0.94492203,-4.163083,Jedediah Smith was a mountain man & explorer employed in this industry
377,10,-12.085808,0.95881045,1.415214,A spirometer measures the capacity of these organs
378,15,4.992477,-0.005219784,7.485169,"Zeus' father, Cronus, was one of this group of 12"
379,0,5.8507786,-4.393,10.816209,"Character seen <a href=""http://www.j-archive.com/media/1996-12-06_J_04.wmv"">here</a>, his action-packed journeys are legendary:"
380,16,-0.07204566,3.455263,-8.524348,"The Pendleton Roundup, an annual rodeo, takes place in Pendleton in this northwestern state"
381,3,-7.1816754,5.907951,1.4262654,A squash that's been pierced by a bull's horn
382,18,6.441333,-0.6562751,-2.4034386,"Senator Thomas Hart Benton's son-in-law was this ""Pathfinder"""
383,10,-12.312431,0.867228,1.5627968,A nilometer measures the height of the water in this
384,7,-3.053108,2.8062255,9.936954,"Leda laid 2 eggs:  one with Helen & Pollux in it, the other containing Clytemnestra & him"
385,12,2.713968,5.577602,0.03306457,"Jack Wagner, formerly of ""General Hospital"", now plays Dr. Peter Burns on this Fox drama"
386,16,-0.19733182,3.4757602,-8.36099,The Tanglewood Music Festival is a summer highlight in Lenox in this New England state
387,3,-9.234613,2.8811452,0.9816003,Remained sedate
388,1,-0.75631803,3.5249145,5.3527093,"This Nazi dictator sometimes dined alone with Blondi, his Alsatian"
389,9,-4.165843,3.428916,-10.41977,This isthmus connects North & South America
390,1,1.9098716,3.182192,10.1550455,"He painted ""Irises"" & ""Pink Roses"" as well as ""Sunflowers"""
391,9,-1.0031812,-2.1414459,-10.254108,"It has over 9,700 tax preparation offices worldwide"
392,15,7.1191,0.90357226,6.3303933,Historians refer to the Golden Age as the time during which Pericles ruled this city
393,4,7.673044,-3.703753,-5.0212955,"On Feb. 12, 1959, the 150th anniversary of Lincoln's birth, he addressed a joint session of Congress"
394,11,0.15300405,1.1003139,-2.8511171,"In 1964 he lifted his beagles Him & Her by the ears on the White House lawn, provoking protest"
395,9,-5.5250306,3.0748954,-9.490117,"A humid city, Rio de Janeiro lies just north of this tropic line"
396,11,4.2328277,-0.36274976,-3.3086612,"This drip artist was born in Cody, Wyoming in 1912"
397,11,-6.2352805,-5.101704,0.028174646,"In 1961 this firm introduced its Selectric typewriter, which used a spherical typing element"
398,18,0.38690385,-2.9271977,-13.381235,"Under the 1814 Treaty of Kiel, this country gave Norway to Sweden but kept Greenland & other islands"
399,2,6.1066914,-0.6883367,2.3076801,"Between 1842 & 1885, he repeatedly revised his ""Idylls of the King"""
400,11,-6.245406,-2.233098,-3.4429243,"Colo was the first of these great apes born in captivity, in 1956 at the Columbus Zoo"
401,9,2.9003398,-5.196525,5.7184157,"The lowest river in the world, it's revered by Jews, Christians & Muslims alike"
402,16,2.3251972,2.5258527,10.674694,"He spent several summers painting pointillist seascapes including ""Le Bec Du Hoc, Grandcamp"""
403,11,-2.4513092,-3.3011901,-1.3828644,"In 1934 he plugged Bulova ""Lone Eagle"" watches"
404,18,2.004586,-3.817628,-12.7011175,In February 1904 this country attacked the Russian fleet at Port Arthur
405,18,10.359855,-2.4653242,-0.5630348,"For much of the winter of 1794-95, he served as acting supervisor for Dumfries, Scotland"
406,1,-0.7870653,1.2009646,-2.8445315,"In 1945 this famous scottie was injured in a fight with Blaze, Elliott Roosevelt's mastiff"
407,9,-5.64719,1.8119526,-9.197726,"Discovered by David Livingstone, Botswana's Lake Ngami lies in the northern part of this desert"
408,11,1.7606987,2.0812783,10.187842,"His sculpture, ""The Age of Bronze"", exhibited in 1877, was inspired by Michelangelo"
409,11,-0.8541969,-2.2311435,-10.16699,Only Philip Morris & this Cincinnati-based firm have yearly ad expenditures exceeding $2 billion
410,4,-4.668129,4.6342807,-13.484126,"On May 30, 1967 Colonel Ojukwu declared Biafra's independence from this country, starting a civil war"
411,2,3.5078506,-0.82221746,3.6669412,"Her ""I Heard a Fly Buzz"" may have been based on a chapter in ""The House of the Seven Gables"""
412,15,2.4007466,-2.1353467,7.7954307,This favorite horse of Alexander the Great sometimes wore golden horns in battle
413,9,-4.4281554,1.4652617,-12.419404,In area this country whose capital is now called Yangon is the largest in mainland southeast Asia
414,16,2.181495,1.2546525,11.071641,"You can see this British sculptor's ""Reclining Mother and Child"" at the Walker Art Center in Minneapolis"
415,11,5.590335,5.6178274,8.111815,In 1811 this German family began its steel-making business by constructing a plant in Essen
416,18,6.137008,-3.627791,-6.015873,"In the midst of the Korean War, this South Korean president was elected to his second of 4 terms"
417,1,6.281148,-4.4778285,-2.4404705,"He once wrote, ""I choose to be a plain New Hampshire farmer"""
418,2,5.5625896,0.17788438,2.3017776,"This 1895 novel is subtitled ""An Invention"""
419,11,-2.705945,1.1655439,-2.9737124,"While making repairs on the Intl. Space Station, Scott Parazynski lost a needle-nose pair of these"
420,17,-2.313564,4.795621,-3.175319,September 2010 brought the 45th edition of this comedian's telethon
421,3,-4.347076,-0.2815701,3.6786165,"Hit this paper mache container, Spanish for ""jug"", if you want candy and small gifts"
422,1,5.6674933,-4.825342,-4.7970815,"""In 1997, the House (of Reps.) voted to reprimand him... It marked the first time the House had reprimanded a Speaker"""
423,3,-3.971894,-1.0718247,4.0543346,"We'll give you $200, not $1,000, for this five letter word meaning stately or majestic"
424,0,6.686422,-6.8528395,10.640723,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_26.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  The GMC Motorhome from the '60s & 70s was among the first models to have this innovation that helps with traction by putting the weight over the <a href=""http://www.j-archive.com/media/2010-12-07_J_26a.jpg"" target=""_blank"">wheels</a> that do the work"
425,11,-3.2817652,0.9706434,-2.5169554,"In its years of operation, this Soviet space station released more than 200 objects (mostly trash) into space"
426,17,4.4512124,3.975858,-1.0175209,"Originally a half hour, this soap started in 1963 & featured Nurse Jessie Brewer"
427,3,-6.1235504,-0.63871986,2.474452,This word seen on doors is what a right-handed batter does when he hits the ball to left field
428,8,-3.0611527,8.313127,-5.7069454,"""See Simon, Paul"""
429,3,-4.636505,0.25392625,4.3437896,"Proverbially, you can ""break"" this food, or ""take (it) out of someone's mouth""; earn some dough"
430,0,6.686422,-6.8528395,10.640723,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_27.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  I'm behind the wheel of the <a href=""http://www.j-archive.com/media/2010-12-07_J_27a.jpg"" target=""_blank"">very first motor home</a>, from the company whose name has become a synonym for ""motor home""; since 1967, they've sold over 400,000 of them"
431,11,-2.562738,1.2811042,-2.911973,"Ed White, the first U.S. spacewalker, lost one of these outside Gemini 4; he must've looked like a later ""moonwalker"""
432,17,5.660922,3.6422896,-3.1410987,In 1948 Douglas Edwards became the first anchor of this network's Evening News
433,11,-6.494554,0.74689865,0.9634165,Aaron Fechter invented this carnival game where you hit a mammal with a mallet
434,1,11.327567,1.1064134,-4.032474,"""American poet... became known as a leader of the Beat literary movement of the 1950s"""
435,10,-5.648734,3.3882155,-3.9690886,The shell of this mollusk is composed chiefly of calcium carbonate
436,0,6.686422,-6.8528395,10.640723,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_28.jpg"" target=""_blank"">Kelly of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  One of the first times a movie star received a <a href=""http://www.j-archive.com/media/2010-12-07_J_28a.jpg"" target=""_blank"">fancy trailer</a> as a perk was in 1931; Paramount gave a <a href=""http://www.j-archive.com/media/2010-12-07_J_28b.jpg"" target=""_blank"">Chevy house car</a> to <a href=""http://www.j-archive.com/media/2010-12-07_J_28c.jpg"" target=""_blank""> this</a> sexy star as she left the stage to make movies like ""She Done Him Wrong"""
437,16,-2.5010438,0.608257,-3.2843368,Piers Sellers lost a tool in space while spreading putty into this Space Shuttle named for Capt. Cook's ship
438,17,3.8192735,4.1375875,-2.477653,"Shown Saturday afternoons on ABC, this sport's tour outdrew college football & moved to ESPN in 1997"
439,7,-4.032304,-1.5273792,0.63690704,Everlast makes these that come in speed and heavy varieties
440,18,0.24847259,-4.887795,-6.353139,"""Served under the Apache leaders Cochise and Mangas Coloradas... in 1894, he was moved to Fort Sill"
441,3,-4.5558953,0.57835835,0.7870045,You don't get 5 guesses at this winglike appendage to the underwater portion of a hull
442,16,-2.6548438,-0.65795505,-3.248935,"In 1992 Space Shuttle astronauts delivered ashes of this ""Star Trek"" creator into the final frontier"
443,17,-1.723808,4.498495,-3.4841585,"2010's ""When Love Is Not Enough"" was the 240th presentation in this series from a greeting card company"
444,3,-6.154199,1.7972693,0.86286324,"In some casinos, a blackjack dealer must hit with an ace & a 6, known as this type of 17"
445,1,11.3328285,1.1093047,-4.039719,"""One of the most original and provocative American architects working today"""
446,5,-3.1346633,-6.861593,1.9479188,"When speaking of Messrs. Netanyahu or Britten, it's all about the first name, pluralized"
447,14,-10.139586,-5.413865,-3.5152066,Blanche DuBois
448,2,9.957778,-4.0361414,4.6595144,"Giving the devil his due, Fr. Karras invites the devil inside himself, then exits from the second floor in this 1973 movie"
449,8,-9.0588,-1.156826,-7.2748275,3.6 million: Down Under
450,1,4.602574,-4.848665,-5.587708,"In 2010 this Illinois governor was tried on corruption charges, but convicted on only 1 count"
451,1,-1.279761,2.4817958,-2.3028758,"As Franklin D. Roosevelt's blood pressure was 300/190, he suffered from this 1-word condition"
452,3,-4.959705,0.59583306,7.079181,"If you're vertical but supported by your palms, you're doing one of these"
453,4,-0.7747091,-6.562952,-2.465326,Emily Webb of Grover's Corners
454,12,4.0484242,6.7300887,3.2200203,"In this Bruce Willis movie, the villain goes out the window of the Nakatomi building, gun in hand"
455,4,-7.954192,-1.3849498,-7.1848702,11 million: on Luzon Island
456,1,3.9818509,-4.701649,-4.879069,In 2006 this Illinois governor was busted for racketeering; what's in the water there?
457,11,-8.151207,-2.861585,-0.903708,In 1905 German scientist Alfred Einhorn created this first injectable local anesthetic used in dentistry
458,3,-9.184747,0.45174226,0.19761847,A caterpillar that moves by contraction & expansion
459,12,3.5838468,-4.7527695,-4.584144,"Movie in which Axel Foley asks, ""where ...you get off arresting me for being thrown out a window?"""
460,9,-8.406682,-1.349748,-7.7985206,1.1 million: in the heart of the Po River Valley
461,1,1.6220671,-4.284457,-7.9962845,"In 2010 it was revealed that Robert Rizzo made $800,000 a year as the city this of Bell, Calif., population 37,000"
462,11,-7.3553615,-2.4922035,-0.36172155,"Micro-Trach is an oxygen delivery system developed by this physician known for his ""maneuver"""
463,3,-8.1824045,0.797186,4.5271916,"A loop found on footwear, it's a symbol of success through one's own efforts"
464,9,-7.906013,-1.349571,-7.1205764,18 million: on the Arabian Sea
465,1,4.6063786,-4.91397,-5.384814,In 2010 a House committee charged this veteran Harlem congressman with ethics violations
466,0,6.686422,-6.8528395,10.640723,"(<a href=""http://www.j-archive.com/media/2010-12-07_DJ_09.jpg"" target=""_blank"">Dr. Oz presents the clue.</a>) By surgically interrupting the electrical impulses that are causing an abnormal rhythm, the maze procedure is designed to threat this type of heart arrhythmia abbreviated ""A.F."""
467,3,-8.779801,0.60103554,2.618571,Hard coal that burns with little flame
468,4,-1.1297004,-6.981313,-2.0367825,Barbara Undershaft
469,12,4.0716224,6.812162,3.270118,"In this Coen Brothers movie, Charles Durning jumps out a window during a board meeting"
470,13,-8.726082,-1.2596358,-7.5663404,3.2 million: 150 miles from Bogota
471,18,6.864231,-3.563487,-5.6656027,"Elected to the Senate in 1930, he refused to resign as Louisiana's gov. until '32, when his handpicked crony got the gig"
472,5,-1.8453978,-5.128394,1.1384435,"The name of this branch of pediatrics that deals with newborn infants literally means ""newborn study"""
473,3,-4.799328,1.9696697,6.471227,This important mechanism is what you're turning when you wind a clock
474,16,-5.9050126,-6.3010716,5.0920143,"In use from 1844 to 1905, a flag representing the union of these 2 countries was nicknamed the ""herring salad"""
475,11,2.8726687,0.043417636,0.14675103,"While he was in Spain in 1959, he wrote ""The Dangerous Summer"", a story about rival bullfighters"
476,3,-4.427178,3.0879393,5.9603696,"Like a door, a Broadway show does these 2 things"
477,9,-4.3219166,2.5782526,-8.043564,A valley at 282 feet below sea level in this state is the lowest point in the Western Hemisphere
478,7,-4.5818543,-3.843083,0.6433523,"Like banks, many grocery stores now have these for dispensing cash & taking deposits"
479,12,2.2703521,9.047583,2.7790082,"He was the voice of Mickey Mouse in ""Steamboat Willie"""
480,9,-8.028704,-1.5999132,-8.041076,Eastern European capital city of more than 2.2 million
481,1,3.1718233,-1.2802582,-3.966091,"In 1884 she moved to Red Cloud, Nebraska & later fictionalized it as the town of Hanover in ""O Pioneers!"""
482,17,-3.0428448,5.1136656,-2.8953109,In 2006 it began on July 1 in Strasbourg & ended on July 23 in Paris
483,9,-3.6624207,1.581193,-10.553865,"With 6,640 miles of coast, this state has the longest shoreline"
484,0,6.8474655,-7.495354,9.428361,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_09.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from the Catalina Island Conservancy.</a>) Rampant use of this 3-letter insecticide lead to a hefty settlement for restorating the population of Catalina's <a href=""http://www.j-archive.com/media/2007-05-30_J_09a.jpg"" target=""_blank"">bald eagles</a>"
