,show_id,cluster_id,x,y,z,sentence
476,5243,4,3.9486268,2.7665222,5.407756,"Like a door, a Broadway show does these 2 things"
477,5243,14,-10.379666,-0.06302282,-5.304733,A valley at 282 feet below sea level in this state is the lowest point in the Western Hemisphere
478,5243,18,4.6771846,1.0193923,-0.9074687,"Like banks, many grocery stores now have these for dispensing cash & taking deposits"
479,5243,9,-0.48111445,5.637242,5.489302,"He was the voice of Mickey Mouse in ""Steamboat Willie"""
480,5243,16,-11.268242,2.7817335,-5.623786,Eastern European capital city of more than 2.2 million
481,5243,12,-4.085638,2.32786,-3.2722938,"In 1884 she moved to Red Cloud, Nebraska & later fictionalized it as the town of Hanover in ""O Pioneers!"""
482,5243,0,-4.288169,-1.9104294,-3.7807462,In 2006 it began on July 1 in Strasbourg & ended on July 23 in Paris
483,5243,14,-10.868276,1.4825151,-3.6529584,"With 6,640 miles of coast, this state has the longest shoreline"
484,5243,1,12.709334,-0.72384757,1.310712,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_09.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from the Catalina Island Conservancy.</a>) Rampant use of this 3-letter insecticide lead to a hefty settlement for restorating the population of Catalina's <a href=""http://www.j-archive.com/media/2007-05-30_J_09a.jpg"" target=""_blank"">bald eagles</a>"
485,5243,1,12.709334,-0.72384757,1.310712,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_27.jpg"" target=""_blank"">Hi, I'm Harry Shearer.</a>) Among my many ""Simpsons"" voices are the subservient Smithers & this man who lives next door to Homer--Howdy, neighbor"
486,5243,4,6.9451566,-1.9013711,-6.01446,Any mountain's summit
487,5243,1,12.709334,-0.72384757,1.310712,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_16.jpg"" target=""_blank"">Alex reports from the Mark Twain House.</a>) Mark Twain said that this anti-slavery <a href=""http://www.j-archive.com/media/2007-05-30_J_16a.jpg"" target=""_blank"">novelist</a>, his next-door neighbor, liked to sneak up behind people and ""fetch a war-whoop that would jump that person out of his clothes"""
488,5243,6,8.121368,-0.51176137,1.8571439,"""From"" this to this is an idiom meaning from the start of a meal (or something else) to the end"
489,5243,16,-10.7426605,2.1136057,-5.0978327,"It pumps more than one million barrels of oil a day, more than any other state"
490,5243,17,-2.9236977,-0.7446343,1.4559952,"""Day to Day"" & ""All Things Considered"" are among the programs going out to its 26 million listeners"
491,5243,9,-0.4545238,5.603212,5.533214,The voice of Daffy Duck (for the first 50 years)
492,5243,4,4.526008,-2.7726011,4.4137664,A braced framework for carrying a railroad over a chasm
493,5243,9,-0.11318949,4.0086317,3.1172233,"Under the name Laura Bancroft, he wrote about Twinkle & Chubbins in Nature Fairyland after taking us to Oz"
494,5243,1,12.086812,1.6302389,1.9578665,"These titles of the <a href=""http://www.j-archive.com/media/2007-05-30_J_17.jpg"" target=""_blank"">2 paintings</a> <a href=""http://www.j-archive.com/media/2007-05-30_J_17a.jpg"" target=""_blank"">seen here</a> represent the beginning & end of Jesus' life"
495,5243,16,-8.842819,2.1233463,-3.2716033,"Considered the healthiest state in 2006, it's also home to the Mayo Clinic"
496,5243,2,-6.887376,3.1740272,-3.3486,"Its headquarters compound in Langley, Virginia is named for Former President George Bush"
497,5243,9,-0.50350827,5.7337074,5.5378757,"He voiced Puss In Boots in ""Shrek 2"""
498,5243,18,4.8893995,-1.1697757,-3.0255427,Quickly! (to an Italian)
499,5243,7,1.1833913,0.41596454,-2.643179,"William Rose Benet won a Pulitzer for ""The Dust Which Is God"", & this brother won for ""John Brown's Body"""
500,5243,1,12.709334,-0.72384757,1.310712,"(<a href=""http://www.j-archive.com/media/2007-05-30_J_20.jpg"" target=""_blank"">Cheryl of the Clue Crew indicates the monitor.</a>) A porkchop plot, named for its shape, is used for planning space missions; the vertical & horizontal <a href=""http://www.j-archive.com/media/2007-05-30_J_20a.jpg"" target=""_blank"">axes</a> plot possible dates for these 2 flight events"
501,5243,16,-7.7114573,2.640407,-3.3919876,Its Boeing manufacturing plant in Everett is the world's largest building by volume
502,5243,4,4.582536,-1.4858205,3.4134812,"A TV cable network, or an explosive for bombs"
503,5243,9,-0.5012642,5.7412896,5.564472,He provided the voices of both Beavis & Butthead
504,5243,8,-2.0405278,0.32172263,-9.635706,"The son of Agamemnon, he avenged his father's death by killing his mother Clytemnestra"
505,5243,8,-7.855158,-3.367156,-1.3313925,In 1718 this Texas town was founded by Martin de Alarcon & Father Olivares & named for St. Anthony of Padua
506,5243,10,3.9192219,-1.760213,-5.6887674,"1980: ""Regular Folks"""
507,5243,17,-9.354402,6.7306757,-0.87278163,In 1986 Mexico scored as the first country to host this international sports competition twice
508,5243,18,3.52146,2.5544572,1.1332647,"Going on a cruise? You might pick up this Pfizer product, the ""original"" or ""less drowsy"" formula"
509,5243,12,0.5088655,1.0240124,-5.780828,The bestselling passenger car of all time is this company's Corolla
510,5243,4,4.9620714,-2.6960623,5.0853333,A Hawaiian wreath becomes an area sheltered from wind
511,5243,8,-5.4736233,-1.2472647,0.22216478,"In defending British soldiers on trial for this 1770 event, John Adams said, ""Facts are stubborn things"""
512,5243,12,3.889644,-2.0397696,-5.6507435,"1932: ""Magnificent Inn"""
513,5243,14,-8.974348,-0.14921091,-3.142867,This resort city about 200 miles southwest of Mexico City is famous for its cliff divers
514,5243,18,4.314241,-0.021011315,7.3456645,"Antabuse is designed to make you feel really, really bad after ingesting this"
515,5243,17,8.853603,2.7529151,-2.0424185,"The transport for a 19th century double date might have been a barouche, one of these"
516,5243,13,3.0176206,1.3579837,9.061099,"A ""landing"" area is transformed into a serious throat infection"
517,5243,8,-5.563208,-0.7739027,-6.9460516,"In 1685 he joined his father in pastorship of the Old North Church, a post he held until his death"
518,5243,10,3.8858027,-1.7242547,-5.7210155,"1976: ""A Single Colorado Mountain"""
519,5243,16,-8.302914,1.1020784,-1.7246034,"Founded in the 1530s, this capital of Jalisco state is the second-largest in Mexico"
520,5243,13,3.860495,0.059317004,9.087877,Estramustine is a chemotherapy agent for this glandular cancer in men
521,5243,17,2.3263505,-2.8336787,5.610971,"Cabbies in this Eur. city spend 2 years gaining ""the knowledge"", mental maps needed to get a license"
522,5243,10,4.348717,1.2829807,-4.310482,"""Gentle"" becomes ""to blend"""
523,5243,8,-7.98107,-2.5111072,-0.45761672,"In 1562, in what is now S.C., these French Protestants established a colony named Port Royal"
524,5243,10,3.8663652,-1.9109098,-5.645691,"1954: ""Dockside"""
525,5243,9,-0.34127927,2.2407262,0.7888332,This gritty 1961 Tennessee Williams play unfolds in a seedy Mexican hotel
526,5243,13,4.1500545,-0.19198112,7.792257,Pravastatin aims to block your body's ability to make this
527,5243,7,0.010788506,-1.1720325,0.5157382,"In ""Sixteen Candles"", Molly Ringwald says, ""I loathe"" this method of transport"
528,5243,6,7.713082,0.08959045,1.3602446,"One means ""severely tested""; the other, ""trapped on a branch"""
529,5243,5,-7.7765512,-4.683158,0.99950373,"In ""Of Plymouth Plantation"", he wrote that there was so much disease ""the living were scarce able to bury the dead"""
530,5243,10,3.796975,-1.7729251,-5.8123913,"1966: ""One Bloke Year-Round"""
531,5243,14,-9.579288,-0.23051594,-2.464545,This popular resort island lies north of Cozumel off the coast of the state of Quintana Roo
532,5243,12,-0.2308375,0.87178725,-4.8568397,This tranquilizer that sounds like a village was introduced in 1955 & became the USA's bestselling drug
533,5243,17,-2.4532075,-5.9333496,-4.968837,Since 1899 these stalwart animals used in transport have served as the mascots of the Army Corps of Cadets
534,5243,18,4.3896213,1.2971237,-4.269523,"""To replenish"" becomes ""to knock down"""
535,5243,9,-1.7397052,2.1968164,3.3124256,"Richard Attenborough, who was in the original 1952 cast of this play, helped celebrate its performance No. 20,000 in 2000"
536,3036,10,-4.1279187,1.1891384,2.9373736,Can you hear me?  This rock opera by The Who was a big hit at the Kennedy Center in 1994
537,3036,0,-6.765115,0.8398145,-1.1196223,George Custer's men are buried in a cemetery in the national monument named for this river
538,3036,4,1.9299233,-5.392668,6.06417,"Trainers shout, ""Tail Up!"" when they want these performers to follow each other trunk to tail"
539,3036,6,2.8498125,7.511399,0.6884449,"Radio abbreviation that precedes the name of rap figures Quik, Pooh & Jazzy Jeff"
540,3036,12,-1.7620788,7.8156796,-0.058337823,"On March 2, 1977 he made his first ""Tonight Show"" appearance; on May 25, 1992 he took over as host"
541,3036,19,7.9329443,-1.7050443,-4.0551906,"Door, Nobel, booby"
542,3036,17,-1.78993,1.691386,2.1837306,"In 1995 Luigi Bonino starred in a ballet about this ""Little Tramp"" of silent films"
543,3036,14,-9.18393,0.53657013,-5.0557837,Scotts Bluff National Monument lies in western Nebraska on this pioneer trail
544,3036,4,5.2480273,1.7508669,4.459303,"It's the familiar term for a circus' largest tent, where the main show appears"
545,3036,12,-0.15155599,6.7343826,-0.30494687,"Robin Quivers is the radio consort of this self-proclaimed  ""King of All Media"""
546,3036,1,11.403321,-0.79791564,0.43022186,"(<a href=""http://www.j-archive.com/media/1997-11-10_J_17.jpg"" target=""_blank"">Hi, I'm Bob Eubanks.</a>)  Tea Leoni ran into this ""X-Files"" star at the Golden Globes & soon they were newlyweds"
547,3036,19,4.8863983,-2.9390616,-1.0730098,"Inner tubes, doughnuts, the ozone layer"
548,3036,0,-4.1407065,1.3698851,2.9561684,This president's 1972 visit to China inspired an opera that played at the Kennedy Center in 1988
549,3036,2,-6.88737,0.71658826,-0.845809,Seminole Indian leader Osceola is buried at this fort where the Civil War began
550,3036,3,-3.6016278,-4.0805583,7.960606,Pink is the most popular color of this fluffy confection made from spun sugar
551,3036,6,7.6888247,2.3273506,-3.5581298,"Call letters east of the Mississippi generally start with W; in the west, most start with this"
552,3036,10,-4.0651517,-4.790849,3.7441988,"People Magazine called his 1997 solo album ""Destination Anywhere"", ""Tres Bon"""
553,3036,9,-0.12737587,4.5007963,1.9113511,"Peeling onions, watching Mel Gibson's film ""Forever Young"", missing Final Jeopardy!"
554,3036,0,-5.3597918,-0.2083045,-4.98427,"Every December, the Kennedy Center invites the public to a free sing-along of this composer's ""Messiah"""
555,3036,14,-9.795071,-0.4755459,-5.9048533,This Wyoming monument contains an 865-foot-high fluted column of igneous rock
556,3036,12,-2.9153833,0.39941898,0.8460758,"Antoinette Concello's triple somersault helped make her the ""Queen of"" this ""flying"" apparatus"
557,3036,12,-0.5092644,6.713893,-0.062852226,"Detroit-born broadcaster who created ""American Top 40"" & now has his own weekly ""Countdown"""
558,3036,12,-1.3436109,1.1780788,-1.695307,"In a 1997 issue of ""George"", he said his cousins Michael & Joseph were ""poster boys for bad behavior"""
559,3036,19,7.978555,-1.0970758,-4.3093853,"Bobby, bowling,  rolling"
560,3036,0,-4.4607596,-0.71942365,-3.4758112,A 1994 festival honoring this country featured the Tjapukai Aboriginal Dance Company
561,3036,14,-8.077826,0.94970864,-1.7201262,Castillo de San Marcos in this Florida city is the oldest masonry fort in the continental U.S.
562,3036,17,2.8693118,-4.76698,4.420176,This steam whistle organ draws crowds to circus parades because it can be heard from miles away: [audio clue]
563,3036,10,-3.8329203,-2.836044,4.3506975,"The AAA format, featuring artists like the Cranberries & Tom Petty, stands for adult album this"
564,3036,10,-4.12603,-4.513127,3.793323,"Her 1988 major label debut album was ""Y Kant Tori Read"""
565,3036,19,8.056796,-1.1159421,-4.3097687,"Hollywood, salad, Super"
566,3036,7,1.7867813,-2.7865093,-0.62336624,The one word quothed by Edgar Allan Poe's raven
567,3036,4,5.5394516,-5.866899,0.83453584,You can't make a genuine tempera painting without breaking these
568,3036,2,-8.766621,-0.73028666,1.3010129,"On Sept. 5, 1781, 24 of this country's ships engaged British ships in Cheaspeake Bay & turned them back"
569,3036,12,0.103216656,4.6381135,-3.6749437,"Chuck Taylor, from whom Converse named a line of these shoes, was a basketball star of the 1910s"
570,3036,4,4.116814,2.73359,5.0686684,It's the go-ahead in a kid's game & for a car at an intersection
571,3036,1,14.898216,-0.0038979603,0.9657983,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_20.jpg"" target=""_blank"">[video clue]</a>"
572,3036,5,1.2313565,-2.4955502,2.6973007,"It follows ""Poems are made by fools like me..."""
573,3036,6,7.703285,-0.059671324,0.8543674,"Surrealists used odd juxtapositions in this form whose name is French for ""gluing"""
574,3036,2,-7.1178837,-0.10980792,1.339934,"During the war, this first signer of the Declaration of Independence commanded the Mass. Militia"
575,3036,15,1.5487648,5.336617,-4.6552777,The L.A. Dodgers & the U. of Louisville basketball team pioneered this gesture in the late '70s
576,3036,18,-1.6744074,-0.8903486,1.7044151,"A baker who never uses packaged mixes always ""starts from"" here"
577,3036,1,14.898216,-0.0038979603,0.9657983,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_27.jpg"" target=""_blank"">[video clue]</a>"
578,3036,7,-0.9392733,-2.0665038,-1.7711024,"In preparing to write this poem, Longfellow used ""An historical and statistical account of Nova Scotia"""
579,3036,11,3.827374,-6.915669,-4.5801997,"Edward Steichen led the movement to recognize as art these images, whose name means ""drawn with light"""
580,3036,5,-6.6670756,-4.253813,1.9940869,"In it, Thomas Paine wrote, ""The cause of America is in a great measure the cause of all mankind"""
581,3036,4,7.128295,-0.17311808,-6.6978316,"Coastal waters beyond national jurisdiction, or the tops of some sopranos' ranges"
582,3036,4,4.5908127,0.478338,4.5276093,"It's a ship at home in the Arctic, or a remark that starts a conversation"
583,3036,1,14.898216,-0.0038979603,0.9657983,"<a href=""http://www.j-archive.com/media/1997-11-10_DJ_28.jpg"" target=""_blank"">[video clue]</a>"
584,3036,7,-1.1024545,-2.0548286,-1.5149057,"In a poem titled for the date when Germany invaded Poland, W.H. Auden called this ""A low dishonest decade"""
585,3036,7,11.298197,2.7850282,1.0939394,"17th century Flemish master known for painting women like the one seen <a href=""http://www.j-archive.com/media/1997-11-10_DJ_13.jpg"" target=""_blank"">here</a>:"
586,3036,2,-8.410729,-0.7633876,0.4134959,The Battle of Long Island was fought in what is now this New York City borough
587,3036,6,8.652052,0.89697236,-0.95391005,The HD in the new digital format HDTV stands for this
588,3036,4,4.9443097,-0.22432572,4.7046895,It begins a football game or a special event like a political campaign
589,3036,7,0.92118484,-1.672894,-2.2398322,Observing pilgrims traveling to the shrine of Thomas Becket inspired him to write his greatest work
590,3036,7,4.2841587,-6.8387055,-5.190217,"In 1920 this impressionist, known for his water lilies, painted another plant, ""Wisteria"""
591,3036,2,-8.74018,-0.4377169,1.5035999,"The British ferried 2,200 troops across this river to battle the Americans at Bunker Hill"
592,3036,5,-3.9429264,-3.4116771,-6.6802316,"Acolytes, a subdeacon & a choir take part in this Catholic service"
593,3036,4,4.5370274,2.6663277,3.469213,"In a business project, it's the level investors try to ""get in on"""
594,3036,5,2.33554,-4.3516808,1.314022,"Word completing the line ""Nor shall any person be subject for the same offense to be twice put in"" this"
595,4107,7,0.37774318,0.8758532,-0.47298306,"This author's techno-thriller ""Rainbow Six"" focuses on John Clark, also a hero in ""Clear & Present Danger"""
596,4107,8,-7.2919908,-2.237369,0.37582245,Ben Franklin went to London in 1757 to represent this colony's assembly
597,4107,17,-2.273603,2.9465466,-2.1378655,Name shared by a Sauk chief famous for his war & a U.S. military helicopter
598,4107,2,-5.843865,-3.3498845,-3.6614144,"In 1958 this country launched its second 5-year plan, called ""The Great Leap Forward"""
599,4107,10,-2.888773,-2.63986,3.5990334,"This Jackson 5 (& later Mariah Carey) hit begins, ""You & I must make a pact, we must bring salvation back..."""
600,4107,3,-5.004126,-2.8466532,6.900185,"This Hormel product was once simply known as ""spiced ham"""
601,4107,7,0.1951395,1.0847846,-0.8020001,"This author made a University of Virginia law professor the protagonist of his 2002 novel ""The Summons"""
602,4107,8,-1.0587842,-1.1477703,-2.4898257,"This publication that Ben first put out in 1732 often sold 10,000 copies a year"
603,4107,17,-3.139788,0.3683404,2.1900058,"This ""Golden Girl"" had her own show in 1958 & 1977 & in 1999 became part of the cast of ""Ladies Man"""
604,4107,8,-6.158771,0.81064296,-8.964977,In 960 Mieczyslaw I became the first ruler of this country
605,4107,10,-0.8128489,3.8148909,-1.466727,"Jakob Dylan, the son of Bob Dylan, is the frontman for this group"
606,4107,3,-3.6627328,-2.4422817,8.317456,"It's the Spanish-named appetizer of tortilla chips & often beans, beef & onions topped with melted cheese"
607,4107,18,1.7135962,2.508116,0.16414297,"You were born to identify this author of ""The Bourne Identity"""
608,4107,8,-7.26631,-2.532314,0.62882084,In 1783 Franklin asked Congress to recall him from this country; he finally made it home in 1785
609,4107,17,3.0862758,-3.6179981,4.2006435,"People have asked why the whole airplane isn't made out of the same material as this ""indestructible"" device"
610,4107,8,-3.8524957,1.1640984,-7.5148005,"In 1526 he greeted an Inca nobleman on his ship, but conquest would have to wait a few years until funds were raised"
611,4107,10,-2.7995105,-3.7222662,3.6354876,"Eric Clapton charted 3 times with this song: in 1971, 1972 & 1992"
612,4107,3,-4.0713468,-2.640609,8.167354,"Paper-thin & often served for dessert, it's the French equivalent of a pancake"
613,4107,9,0.52441335,1.1581476,-0.44409955,"""The Numa Files"" are paperback spin-offs of this writer's novels featuring Dirk Pitt"
614,4107,17,-6.9369297,-2.396349,2.5194728,"Current events of 1751 included the appearance of Ben's scientific work ""Experiments and Observations on"" this"
615,4107,11,6.5359483,4.9077377,-0.701221,"John Archibald Wheeler coined this term in the '60s for a collapsed star so dense, no light can escape it"
616,4107,2,-7.97603,3.6287425,1.6182276,In 1998 U.S. cruise missiles hit this African country in response to bombings of U.S. embassies
617,4107,1,11.169334,3.0434365,1.27057,"She's the single-named Colombian pop star heard <a href=""http://www.j-archive.com/media/2002-06-11_J_06.mp3"">here</a>"
618,4107,1,11.662289,-0.77763736,0.5131895,"(<a href=""http://www.j-archive.com/media/2002-06-11_J_11.wmv"">Jimmy of the Clue Crew gets ready to eat skewered meat.</a>)  This Asian favorite, sometimes chicken, sometimes beef, is usually served with a spicy peanut sauce"
619,4107,9,0.14876153,1.4231417,-0.6780964,"""The Attorney"" Paul Madriani appears in several legal thrillers by this lawyer-turned-author"
620,4107,8,-6.962941,-2.532924,2.4119682,The Hutchinson Letters scandal got Ben fired as deputy this in 1774
621,4107,14,-7.858389,-0.59446955,-3.9425266,Famous landmark composed of chalk in the county of Kent in England
622,4107,2,-9.983182,1.6993759,3.3014731,This 1904-1905 war began in Manchuria & ended with the battle of Tsushima Strait
623,4107,10,-3.2606835,-2.8422692,3.555387,"Quit your yellin' & name this 1995 hit duet for Michael & Janet Jackson, their first together"
624,4107,3,-4.6829247,-2.3064647,8.35333,"Traditionally, shepherd's pie contains this meat, ground or diced"
625,4107,16,-10.570963,5.803855,-3.7556698,"About 80,000 Scots still speak the Scottish version of this ancient Celtic language"
626,4107,2,-5.5562606,2.916027,3.486512,In 1960 this Democrat spoke first in the first televised U.S. presidential election debate
627,4107,6,6.639158,-2.6210756,2.661166,"So as not to confuse it with the mammal, this fish is commonly referred to as mahi-mahi"
628,4107,9,-2.5775144,5.7793136,2.6564944,"Running for 5 years, it starred William Shatner as a hard-nosed veteran police officer"
629,4107,5,-0.57099617,-3.9837132,-6.8330264,"In the presence of the Adi Granth, the sacred book of the Sikhs, you cover your head & remove these"
630,4107,7,2.3838603,-0.30015963,-5.5250645,"Bizet's ""Carmen"", for example"
631,4107,17,-0.9793563,0.34376374,10.126496,"Ben More, Ben Alder & Ben Macdui are not people but tall ones of these in Scotland"
632,4107,12,-1.5147351,4.91166,0.3678896,"Likely containing a sandwich, the first of these depicting a TV character came along in 1950 with Hopalong Cassidy"
633,4107,17,-1.0306361,-7.5644674,-2.8429008,The black type of this fish with a woman's name is a striking addition to any aquarium
634,4107,9,-1.3315051,6.2723365,1.7836561,"Reminiscent of ""Highway to Heaven"", this popular series stars Roma Downey & Della Reese"
635,4107,0,-4.55686,-2.5329268,-4.823773,"Sukkot, a Jewish festival, began as a harvest celebration & was a model for this centuries-old American holiday"
636,4107,6,7.46167,2.649262,1.6414119,"Phrase that precedes ""dope"" in Ali's famed boxing strategy"
637,4107,8,-5.327691,-0.038916774,-8.82741,"Defeated at Dunsinane by Malcolm in 1054, he wasn't dethroned until killed by Malcolm in 1057"
638,4107,6,6.1475267,-0.980372,1.5091519,"The John Birch Society coined the term comsymp, short for this"
639,4107,13,-3.2130854,-6.9241624,-1.5348145,"Less than half an inch long, this tiniest fish is found in the Indian Ocean, not in an Asian desert"
640,4107,9,-0.7917892,7.3788624,0.046940345,This offbeat series on E! provides a daily recap of funny chat show highlights
641,4107,12,-2.6590707,3.027616,-3.2825718,"As they were partial to using hymns, these brothers, Charles & John, were the first rhythm Methodists"
642,4107,6,8.3337345,1.4411777,-0.18233751,"In an Irish battle cry, these 2 words follow ""Erin"""
643,4107,16,-10.075017,4.8058457,-3.732601,"The Church of Scotland, the country's national church, is a branch of this Christian denomination"
644,4107,9,-1.800021,3.496685,2.1996057,"In a heartbreaking scene, Travis has to kill his beloved dog in this 1957 film based on a Fred Gipson book"
645,4107,0,-4.1997633,-6.2339597,-1.4494985,"Until one was caught in 1938, it was thought that this fish had been extinct for more than 70 million years"
646,4107,1,11.158066,2.9717824,1.3475488,"He's the large & goofy title TV superhero seen <a href=""http://www.j-archive.com/media/2002-06-11_DJ_04.wmv"">here</a>   <i>""Probably that one. The balcony...""</i>"
647,4107,6,6.6169014,-1.1552186,-0.38841653,"Meaning ""sign of God"", it's the title of a Shi'ite Muslim scholar & leader"
648,4107,1,11.662289,-0.77763736,0.5131895,"(<a href=""http://www.j-archive.com/media/2002-06-11_DJ_19.jpg"" target=""_blank"">Jeff Probst reports from the Marquesas.</a>)  One of Nuku Hiva's main exports is this--dried coconut meat"
649,4107,0,-6.4650064,-0.84764045,-2.118092,"Hundreds of years old, the de facto national flag features this saint's cross"
650,4107,12,-5.327471,-2.6403677,2.4168363,In 1967 this 21-year-old started Rolling Stone magazine
651,4107,17,9.5005665,3.1811001,1.3393929,"It springs to mind that there's a Florida city named for this game fish seen <a href=""http://www.j-archive.com/media/2002-06-11_DJ_10.jpg"" target=""_blank"">here</a>"
652,4107,9,-1.9667009,7.1584377,0.06380069,"Co-hosted by John Davidson, it was ABC's response to NBC's ""Real People"""
653,4107,7,0.33896542,-3.1471095,-6.9530663,"Made up of 1,028 hymns in 10 books, it's the oldest of the Vedas in Hinduism"
654,4107,17,0.4921395,-0.21197261,-1.0462646,"In 2001 this author of ""The Seven Spiritual Laws of Success"" published ""The  Deeper Wound"""
655,4107,8,-3.4908502,-0.7627236,-6.6940656,"This common term originated in the early 1500s with the book ""De Rebus Oceanicis et Novo Orbe"""
656,2735,19,5.2608747,-3.0109713,-5.193516,"""Body Heat"""
657,2735,8,-4.88051,-0.66081697,-7.0671525,Marsh's Library in this country was founded c. 1702 by the Archbishop of Dublin
658,2735,17,-1.0551091,2.346663,-4.8834724,In 1991 this telephone company launched its Friends & Family promotion
659,2735,12,-4.1239233,2.463936,-2.7609763,This leader of the Green Mountain Boys did not live to see Vermont become a state
660,2735,3,-0.2578619,-4.5965214,6.0679,"It looks like a sweet potato, but it isn't even a distant relative"
661,2735,18,-1.6090318,-4.596506,-0.08232956,"You could say this comedy ""ends well"" -- Helena finally wins the love of her husband Bertram"
662,2735,5,4.1806817,2.3655922,-2.6095853,"""To Have and Have Not"""
663,2735,2,-6.436714,3.162959,-3.1532638,"Architect Gordon Bunshaft designed this presidential library in Austin, Texas"
664,2735,18,-0.8917387,3.4823098,-5.0794168,"As of July 1, 1968 you could dial this 3-digit number in New York City & get the police"
665,2735,8,-4.437404,1.7458162,-4.8178477,"This founding prophet of Mormonism was born in Sharon, Vermont in 1805"
666,2735,17,-0.2896769,-4.654756,5.7475834,It's a kind of striped mussel as well as a striped equine
667,2735,7,0.57601964,-3.5375593,-2.0737338,"Though this comedy has Verona in its title, it ends in a forest on the frontiers of Mantua"
668,2735,10,3.9745636,-0.63358694,-6.2019043,"""The Outlaw"""
669,2735,0,-6.5367675,2.5247312,-4.7857428,"Sterling Memorial Library in New Haven, Connecticut houses the archives of this university"
670,2735,12,-0.93935406,3.196545,-5.0152946,"On Oct. 30, 1938 phone traffic peaked in cities all over America as people discussed this broadcast"
671,2735,12,-3.9955878,2.388002,-3.9348733,"This plow inventor was a Vermont blacksmith before moving to Grand Detour, Illinois"
672,2735,0,-3.5408409,-7.0616684,-0.3852597,"Despite its bulk, this wild ox found in Tibet is an excellent swimmer"
673,2735,7,-0.16344002,-3.8925998,-0.5132675,"Near the end of ""Henry VIII"", this princess is described as ""a most unspotted lily"", who will die a virgin"
674,2735,19,4.512913,-3.5862718,-4.7425284,"""Oklahoma!"""
675,2735,0,-6.318084,1.426102,-4.149962,"Salinas, California, has a public library named for this novelist"
676,2735,12,-1.1241915,3.9809122,-5.1830673,In 1980 Dial-It National Sports became the first service on this new area code
677,2735,2,-7.2238545,0.24417457,4.0954437,George Franklin Edmunds wrote most of this antitrust act of 1890
678,2735,11,6.3672833,-1.7143271,1.3905793,"Some of these are produced by bremsstrahlung, from the German for ""breaking radiation"""
679,2735,5,0.76183134,-3.7875195,1.0554509,"Puck's last speech in this play begins, ""If we shadows have offended, think but this--and all is mended"""
680,2735,10,4.1200676,-0.62902236,-6.3599277,"""Halloween"""
681,2735,8,-4.925117,-0.66293675,-6.982157,In 1602 this university's library reopened after restoration work by Sir Thomas Bodley
682,2735,11,3.858669,-5.9479017,3.1614826,"In 1880 he invented the photophone, a device that sent messages through the air on beams of light"
683,2735,12,-3.360279,2.0813642,-4.1967845,At age 15 this future New York Tribune editor was apprenticed to a printer in East Poultney
684,2735,8,-2.569906,-2.3396943,-6.4157786,"This Saint Francis was the ""Apostle of the Indies"""
685,2735,9,-0.81067306,-4.5520124,-0.68749684,"In the last scene of this comedy, Petruchio wins a bet that he has the most obedient wife"
686,2735,8,-7.6003757,-1.8631705,-0.12786065,"In 1751, with Benjamin Franklin's help, the 1st hospital in the U.S. was founded in this city"
687,2735,7,1.1498976,-2.260584,-2.6271813,"Of the 31 pilgrims in this Chaucer work, only 23 tell their stories"
688,2735,16,-11.521868,4.0563083,-3.9049513,Large aboriginal populations live in this country's states of Queensland & New South Wales
689,2735,3,-1.7991592,-4.4812975,7.8794336,The juice of one of these citrus fruits makes a Whiskey Sour sour
690,2735,2,-9.18485,3.378201,1.8861549,"In 1936, in defiance of the Treaty of Versailles, this country began remilitarizing the Rhineland"
691,2735,10,-3.9094527,-2.5230243,3.3244913,"He recorded ""Gone At Last"" with Phoebe Snow, not Art Garfunkel"
692,2735,11,3.8251834,-6.0826983,3.2179859,In 1867 Thomas Allbutt invented one of these instruments which took 5 minutes to register instead of 20
693,2735,7,-0.622694,-2.191911,-1.1855626,"This Longfellow poem was suggested by a smithy under a chestnut tree in Cambridge, Massachusetts"
694,2735,16,-11.219148,-2.1756396,-3.3739088,"Administrative units in this country include Giza, Aswan & Suez"
695,2735,3,-3.1904635,-4.39871,7.9570494,This pomegranate syrup turns a Pink Lady pink
696,2735,12,-1.8509918,7.5280533,-0.68398255,This longtime anchor of the CBS Evening News became a UPI correspondent in 1939
697,2735,10,-3.610859,-3.044554,3.3722124,"She sang ""Better Be Good To Me"" in 1984, a few years after she broke up with Ike"
698,2735,11,2.563207,-6.925966,2.7703493,Dutch physician Willem Kolff developed the 1st of these kidney machines that cleanse the blood
699,2735,5,-7.917989,-4.424481,1.386522,"Oliver Wendell Holmes wrote of this ship, ""Oh better that her shattered hulk should sink beneath the wave"""
700,2735,14,-12.191966,-0.5026294,-2.4977162,This longest river on the Iberian Peninsula is also known as the Tajo
701,2735,3,-4.1327853,-3.459675,8.347583,A teaspoon of creme de cassis is added to this to make a Kir
702,2735,0,-5.521507,-5.7750683,-0.12754281,Helen Keller brought the first of these Japanese dogs to the United States in 1937
703,2735,10,-1.498773,-2.5107005,2.0115762,"In ""Take Me Home, Country Roads"", John Denver sang, ""Almost heaven,"" this state"
