 Show Number, Air Date, Round, Category, Value, Question, Answer
5690,2009-05-08,Jeopardy!,MOVIES & TV,$200.00,"On March 19, 2009 he said, ""I'm excited and honored to introduce my first guest... Barack Obama""",Jay Leno
5690,2009-05-08,Jeopardy!,A STATE OF COLLEGE-NESS,$200.00,"Baylor, Stephen F. Austin, Rice",Texas
5690,2009-05-08,Jeopardy!,ANIMAL COLLECTIVE,$200.00,Synonym for dignity that's the term for a group of lions,a pride
5690,2009-05-08,Jeopardy!,I'D RATHER BE SKIING,$200.00,"If you're a beginner, you might hippity-hop over to this smaller, gentler slope",a bunny hill
5690,2009-05-08,Jeopardy!,PARLEZ VOUS?,$200.00,"If your mate from Marseilles says he's getting to LAX via ""Sud-Ouest"", pick him up at this carrier",Southwest
5690,2009-05-08,Jeopardy!,OLD FOLKS IN THEIR 30s,$400.00,In 2008 David Gregory became moderator of this NBC Sunday morning news show,Meet the Press
5690,2009-05-08,Jeopardy!,MOVIES & TV,$400.00,"Time magazine said this 2003 Pixar film was ""the ultimate fish-out-of-water story""",Finding Nemo
5690,2009-05-08,Jeopardy!,A STATE OF COLLEGE-NESS,$400.00,"Antioch, Bowling Green, Kent State",Ohio
5690,2009-05-08,Jeopardy!,ANIMAL COLLECTIVE,$400.00,"Like peas, whales & seals are in groups called these",pods
5690,2009-05-08,Jeopardy!,I'D RATHER BE SKIING,$400.00,"Something you'd sprinkle on after a shower, it's also the term for soft, dry, freshly fallen snow",powder
5690,2009-05-08,Jeopardy!,PARLEZ VOUS?,$400.00,"Duck, duck, l'oie; (l'oie of course referring to this other feathered friend)",a goose
5690,2009-05-08,Jeopardy!,OLD FOLKS IN THEIR 30s,$600.00,Linus Torvalds is the father of this operating system used on cell phones & supercomputers,Linux
5690,2009-05-08,Jeopardy!,MOVIES & TV,$600.00,"Of his dialogue, this Han Solo actor said, ""You can type this (stuff), George, but you sure can't say it""",Harrison Ford
5690,2009-05-08,Jeopardy!,A STATE OF COLLEGE-NESS,$600.00,"DePaul, Wheaton, Northwestern",Illinois
5690,2009-05-08,Jeopardy!,ANIMAL COLLECTIVE,$600.00,A crash is a group of these large horned mammals,rhinoceroses
5690,2009-05-08,Jeopardy!,I'D RATHER BE SKIING,$600.00,"In California, a premier spot for skiing is this resort area that shares its name with a prehistoric elephant",Mammoth
5690,2009-05-08,Jeopardy!,PARLEZ VOUS?,$600.00,"""Je ne sais pas"" means this, but you still get credit if you phrase it in the form of a question","""I don't know"""
5690,2009-05-08,Jeopardy!,OLD FOLKS IN THEIR 30s,$800.00,"The district of conservative rep. Patrick McHenry in this state includes Mooresville, a home of NASCAR",North Carolina
5690,2009-05-08,Jeopardy!,MOVIES & TV,$800.00,"Tim Robbins played a public TV newsman in ""Anchorman: The Legend of"" him",Ron Burgundy
5690,2009-05-08,Jeopardy!,A STATE OF COLLEGE-NESS,$800.00,"Wayne State, Kalamazoo College, Madonna University (it's Franciscan Catholic, not Material Girl)",Michigan
5690,2009-05-08,Jeopardy!,ANIMAL COLLECTIVE,$800.00,"It can be a pack of dogs, or a place to board them",a kennel
5690,2009-05-08,Jeopardy!,I'D RATHER BE SKIING,"$1,200.00",In this type of race you have to zigzag between flags or other obstacles in proper order,a slalom
5690,2009-05-08,Jeopardy!,PARLEZ VOUS?,$800.00,"When mom tells you to do something ""Maintenant!"", she means this",now
5690,2009-05-08,Jeopardy!,OLD FOLKS IN THEIR 30s,$1000.00,Elon Musk is now making rockets & electric cars; before that he co-founded & sold this electronic payment system,PayPal
5690,2009-05-08,Jeopardy!,MOVIES & TV,$1000.00,"We were frakkin' sad when this sci fi show had its series finale on March 20, 2009",Battlestar Galactica
5690,2009-05-08,Jeopardy!,A STATE OF COLLEGE-NESS,$1000.00,"Grambling, McNeese State, Southern",Louisiana
5690,2009-05-08,Jeopardy!,ANIMAL COLLECTIVE,$1000.00,A flock of these black birds is called a murder,crows
5690,2009-05-08,Jeopardy!,I'D RATHER BE SKIING,$1000.00,"Bumps or mounds of snow that accumulate on a slope are called these, like some very wealthy & powerful people",moguls
5690,2009-05-08,Jeopardy!,PARLEZ VOUS?,$1000.00,"""Huitieme"" is French for this ordinal number",eighth
5690,2009-05-08,Double Jeopardy!,AMERICAN AUTHORS,$400.00,Her home Orchard House was the model for whre the March family lived in her most famous novel,Louisa May Alcott
5690,2009-05-08,Double Jeopardy!,ALBUMS THAT ROCK,$400.00,"""X&Y"", ""Parachutes""",Coldplay
5690,2009-05-08,Double Jeopardy!,ANATOMY,$400.00,This cord that connects a fetus to the placenta contains 2 arteries & 1 vein,the umbillical cord
5690,2009-05-08,Double Jeopardy!,MATHEM-ATTACK!,$400.00,"Che Guevara probably knew the political-sounding term for the root symbol seen <a href=""http://www.j-archive.com/media/2009-05-08_DJ_26.jpg"" target=""_blank"">here</a>",radical
5690,2009-05-08,Double Jeopardy!,NAME THE DECADE,$400.00,The World Wide Web gets its first page,the 1990s
5690,2009-05-08,Double Jeopardy!,WORD ORIGINS,$400.00,"This adjective meaning deceptive or sneaky is from the Latin de via, meaning ""out of the way""",devious
5690,2009-05-08,Double Jeopardy!,AMERICAN AUTHORS,$800.00,"During the War Of 1812, this ""Rip Van Winkle"" author wrote biographies of Naval commanders",Washington Irving
5690,2009-05-08,Double Jeopardy!,ALBUMS THAT ROCK,$800.00,"""American Idiot"", ""Dookie""",Green Day
5690,2009-05-08,Double Jeopardy!,ANATOMY,$800.00,"The human body has 3 types of these: skeletal, smooth & cardiac, a combination of skeletal & smooth",muscles
5690,2009-05-08,Double Jeopardy!,MATHEM-ATTACK!,$800.00,You should answer this one automatically: It's the property that says a = a,reflexive
5690,2009-05-08,Double Jeopardy!,NAME THE DECADE,$800.00,The first controlled nuclear chain reaction,the 1940s
5690,2009-05-08,Double Jeopardy!,WORD ORIGINS,$800.00,"This New York island's name may come from the Algonquian word for ""island""",Manhattan
5690,2009-05-08,Double Jeopardy!,AMERICAN AUTHORS,$1200.00,"Susan & Benjamin Cheever, children of this short story master, are both authors as well",John Cheever
5690,2009-05-08,Double Jeopardy!,ALBUMS THAT ROCK,$1200.00,"""Master of Puppets"", ""Death Magnetic""",Metallica
5690,2009-05-08,Double Jeopardy!,ANATOMY,$1200.00,The talus fits between the ends of these 2 bones forming the ankle joint,the tibia & fibula
5690,2009-05-08,Double Jeopardy!,MATHEM-ATTACK!,$1200.00,"(<a href=""http://www.j-archive.com/media/2009-05-08_DJ_28.jpg"" target=""_blank"">Kelly of the Clue Crew shows an array of numbers enclosed in brackets on the monitor.</a>)  A set of numbers in rows and columns can be used in many ways--for example, to encrypt a code or create 3-D computer graphics; the set shares this name with a 1999 film",a matrix
5690,2009-05-08,Double Jeopardy!,NAME THE DECADE,$1200.00,"Khruschev's ""Secret Speech"" denounces Stalin",the 1950s
5690,2009-05-08,Double Jeopardy!,WORD ORIGINS,"$4,800.00","This compass direction may come from the Proto-Germanic for ""to the left of the rising sun""",north
5690,2009-05-08,Double Jeopardy!,AMERICAN AUTHORS,$1600.00,"He stood 5'3"" & was the subject of movies that came out in 2005 & 2006",(Truman) Capote
5690,2009-05-08,Double Jeopardy!,ALBUMS THAT ROCK,$1600.00,"""In Your Honor"", ""The Color and the Shape""",Foo Fighters
5690,2009-05-08,Double Jeopardy!,ANATOMY,$1600.00,"Humans have 33 vertebrae, 7 of them cervical, meaning they are in this part of the body",your neck
5690,2009-05-08,Double Jeopardy!,MATHEM-ATTACK!,$1600.00,The symbol <i>i</i> is used to represent the imaginary square root of this number,-1
5690,2009-05-08,Double Jeopardy!,NAME THE DECADE,"$1,800.00","George Orwell, 34 years dead, hits the bestseller list",the 1980s
5690,2009-05-08,Double Jeopardy!,WORD ORIGINS,$1600.00,"From the Latin for ""much writing"", it's another name for a lie detector test",a polygraph
5690,2009-05-08,Double Jeopardy!,AMERICAN AUTHORS,$2000.00,"He reviewed films & TV for the New Republic before his first book, ""Goodbye, Columbus"", was published in 1959",Philip Roth
5690,2009-05-08,Double Jeopardy!,ALBUMS THAT ROCK,$2000.00,"""Beggars Banquet"", ""Steel Wheels""",the Rolling Stones
5690,2009-05-08,Double Jeopardy!,ANATOMY,$2000.00,The pons connects the 2 hemispheres of this part of the brain that regulates balance,the cerebellum
5690,2009-05-08,Double Jeopardy!,MATHEM-ATTACK!,$2000.00,"(<a href=""http://www.j-archive.com/media/2009-05-08_DJ_30.jpg"" target=""_blank"">Jimmy of the Clue Crew shows a geometric diagram on the monitor.</a>)  Half the base times the height gives the area of a triangle; for a <a href=""http://www.j-archive.com/media/2009-05-08_DJ_30a.jpg"" target=""_blank"">cylinder</a>, the area of the base times the height gives this measurement",volume
5690,2009-05-08,Double Jeopardy!,NAME THE DECADE,$2000.00,Man first reaches the South Pole,the 1910s
5690,2009-05-08,Double Jeopardy!,WORD ORIGINS,$2000.00,"A type of ear implant to help the deaf, it's from the Greek for ""snail""",cochlear
5690,2009-05-08,Final Jeopardy!,EUROPEAN HISTORY,None,"He filed for divorce citing Leviticus 20:21, ""If a man shall take his brother's wife, it is an unclean thing""",Henry VIII
2825,1996-12-06,Jeopardy!,AMERICAN EXPLORERS,$100.00,Edward Beale brought news of this 1848 discovery in California to the east coast,gold
2825,1996-12-06,Jeopardy!,MEASURING DEVICES,$100.00,The amount of this in a solution can be measured by a saccharometer,sugar
2825,1996-12-06,Jeopardy!,MYTHOLOGY,$100.00,Daedalus used this substance to fasten the wings to his back,wax
2825,1996-12-06,Jeopardy!,TELEVISION,$100.00,"This Sunday night series is subtitled ""The New Adventures of Superman""",Lois & Clark
2825,1996-12-06,Jeopardy!,ANNUAL EVENTS,$100.00,This state's Days of '47 Festival honors the day Brigham Young reached the Salt Lake Valley in 1847,Utah
2825,1996-12-06,Jeopardy!,HOMOPHONIC PAIRS,$100.00,A complete donut center,whole hole
2825,1996-12-06,Jeopardy!,AMERICAN EXPLORERS,$200.00,"Stephen Long & Zebulon Pike have peaks named for them in this state, an area they said was uninhabitable",Colorado
2825,1996-12-06,Jeopardy!,MEASURING DEVICES,$200.00,The energy from this is measured by a pyrheliometer,the Sun
2825,1996-12-06,Jeopardy!,MYTHOLOGY,$200.00,Cadmus planted these parts of a dragon to raise some troops,teeth
2825,1996-12-06,Jeopardy!,TELEVISION,$200.00,"""Freddy's Nightmares"", a horror anthology that debuted in 1988, was based on this movie series",Nightmare on Elm Street
2825,1996-12-06,Jeopardy!,ANNUAL EVENTS,$200.00,"Monroe, near Snohomish in this state, is the site of the annual Evergreen State Fair",Washington
2825,1996-12-06,Jeopardy!,HOMOPHONIC PAIRS,$200.00,"In a restaurant, it's a quartet's table request",for four
2825,1996-12-06,Jeopardy!,AMERICAN EXPLORERS,$300.00,Co-commanders of the 1st U.S. expedition to explore from Mississippi to the west coast,Lewis & Clark
2825,1996-12-06,Jeopardy!,MEASURING DEVICES,$300.00,An odometer measures the distance covered by a vehicle & this device measures how far you've walked,a pedometer
2825,1996-12-06,Jeopardy!,MYTHOLOGY,$300.00,"The sister of Orestes, mourning became her",Electra
2825,1996-12-06,Jeopardy!,TELEVISION,$300.00,This crime drama with Robert Wagner & Stefanie Powers was created by Sidney Sheldon,Hart to Hart
2825,1996-12-06,Jeopardy!,ANNUAL EVENTS,$300.00,"Dog lovers look forward to the Westminster Kennel Club dog show, held each February in this city",New York City
2825,1996-12-06,Jeopardy!,HOMOPHONIC PAIRS,$300.00,Contented performing kittens might be paid this way,per purr
2825,1996-12-06,Jeopardy!,AMERICAN EXPLORERS,$400.00,Jedediah Smith was a mountain man & explorer employed in this industry,fur trading
2825,1996-12-06,Jeopardy!,MEASURING DEVICES,$400.00,A spirometer measures the capacity of these organs,the lungs
2825,1996-12-06,Jeopardy!,MYTHOLOGY,$400.00,"Zeus' father, Cronus, was one of this group of 12",Titans
2825,1996-12-06,Jeopardy!,TELEVISION,$600.00,"Character seen <a href=""http://www.j-archive.com/media/1996-12-06_J_04.wmv"">here</a>, his action-packed journeys are legendary:",Hercules (Kevin Sorbo)
2825,1996-12-06,Jeopardy!,ANNUAL EVENTS,$400.00,"The Pendleton Roundup, an annual rodeo, takes place in Pendleton in this northwestern state",Oregon
2825,1996-12-06,Jeopardy!,HOMOPHONIC PAIRS,$400.00,A squash that's been pierced by a bull's horn,gored gourd
2825,1996-12-06,Jeopardy!,AMERICAN EXPLORERS,$500.00,"Senator Thomas Hart Benton's son-in-law was this ""Pathfinder""",John C. Frémont
2825,1996-12-06,Jeopardy!,MEASURING DEVICES,$500.00,A nilometer measures the height of the water in this,the Nile River
2825,1996-12-06,Jeopardy!,MYTHOLOGY,$500.00,"Leda laid 2 eggs:  one with Helen & Pollux in it, the other containing Clytemnestra & him",Castor
2825,1996-12-06,Jeopardy!,TELEVISION,$500.00,"Jack Wagner, formerly of ""General Hospital"", now plays Dr. Peter Burns on this Fox drama",Melrose Place
2825,1996-12-06,Jeopardy!,ANNUAL EVENTS,$500.00,The Tanglewood Music Festival is a summer highlight in Lenox in this New England state,Massachusetts
2825,1996-12-06,Jeopardy!,HOMOPHONIC PAIRS,$500.00,Remained sedate,stayed staid
2825,1996-12-06,Double Jeopardy!,NOTABLE NONHUMANS,$200.00,"This Nazi dictator sometimes dined alone with Blondi, his Alsatian",Adolf Hitler
2825,1996-12-06,Double Jeopardy!,WORLD FACTS,$200.00,This isthmus connects North & South America,Isthmus of Panama
2825,1996-12-06,Double Jeopardy!,ART & ARTISTS,$200.00,"He painted ""Irises"" & ""Pink Roses"" as well as ""Sunflowers""",Vincent Van Gogh
2825,1996-12-06,Double Jeopardy!,BUSINESS & INDUSTRY,$200.00,"It has over 9,700 tax preparation offices worldwide",H&R Block
2825,1996-12-06,Double Jeopardy!,HISTORY,$200.00,Historians refer to the Golden Age as the time during which Pericles ruled this city,Athens
2825,1996-12-06,Double Jeopardy!,POETS,$200.00,"On Feb. 12, 1959, the 150th anniversary of Lincoln's birth, he addressed a joint session of Congress",Carl Sandburg
2825,1996-12-06,Double Jeopardy!,NOTABLE NONHUMANS,$400.00,"In 1964 he lifted his beagles Him & Her by the ears on the White House lawn, provoking protest",Lyndon Johnson
2825,1996-12-06,Double Jeopardy!,WORLD FACTS,$400.00,"A humid city, Rio de Janeiro lies just north of this tropic line",the Tropic of Capricorn
2825,1996-12-06,Double Jeopardy!,ART & ARTISTS,$400.00,"This drip artist was born in Cody, Wyoming in 1912",Jackson Pollock
2825,1996-12-06,Double Jeopardy!,BUSINESS & INDUSTRY,$400.00,"In 1961 this firm introduced its Selectric typewriter, which used a spherical typing element",IBM
2825,1996-12-06,Double Jeopardy!,HISTORY,$400.00,"Under the 1814 Treaty of Kiel, this country gave Norway to Sweden but kept Greenland & other islands",Denmark
2825,1996-12-06,Double Jeopardy!,POETS,$400.00,"Between 1842 & 1885, he repeatedly revised his ""Idylls of the King""",Alfred Lord Tennyson
2825,1996-12-06,Double Jeopardy!,NOTABLE NONHUMANS,$600.00,"Colo was the first of these great apes born in captivity, in 1956 at the Columbus Zoo",Gorilla
2825,1996-12-06,Double Jeopardy!,WORLD FACTS,$600.00,"The lowest river in the world, it's revered by Jews, Christians & Muslims alike",The River Jordan
2825,1996-12-06,Double Jeopardy!,ART & ARTISTS,$600.00,"He spent several summers painting pointillist seascapes including ""Le Bec Du Hoc, Grandcamp""",Georges Seurat
2825,1996-12-06,Double Jeopardy!,BUSINESS & INDUSTRY,$600.00,"In 1934 he plugged Bulova ""Lone Eagle"" watches",Charles Lindbergh
2825,1996-12-06,Double Jeopardy!,HISTORY,$600.00,In February 1904 this country attacked the Russian fleet at Port Arthur,Japan
2825,1996-12-06,Double Jeopardy!,POETS,$600.00,"For much of the winter of 1794-95, he served as acting supervisor for Dumfries, Scotland",Robert Burns
2825,1996-12-06,Double Jeopardy!,NOTABLE NONHUMANS,$800.00,"In 1945 this famous scottie was injured in a fight with Blaze, Elliott Roosevelt's mastiff",Fala
2825,1996-12-06,Double Jeopardy!,WORLD FACTS,"$1,100.00","Discovered by David Livingstone, Botswana's Lake Ngami lies in the northern part of this desert",Kalahari Desert
2825,1996-12-06,Double Jeopardy!,ART & ARTISTS,$800.00,"His sculpture, ""The Age of Bronze"", exhibited in 1877, was inspired by Michelangelo",Auguste Rodin
2825,1996-12-06,Double Jeopardy!,BUSINESS & INDUSTRY,$800.00,Only Philip Morris & this Cincinnati-based firm have yearly ad expenditures exceeding $2 billion,Procter & Gamble
2825,1996-12-06,Double Jeopardy!,HISTORY,$800.00,"On May 30, 1967 Colonel Ojukwu declared Biafra's independence from this country, starting a civil war",Nigeria
2825,1996-12-06,Double Jeopardy!,POETS,$800.00,"Her ""I Heard a Fly Buzz"" may have been based on a chapter in ""The House of the Seven Gables""",Emily Dickinson
2825,1996-12-06,Double Jeopardy!,NOTABLE NONHUMANS,$1000.00,This favorite horse of Alexander the Great sometimes wore golden horns in battle,Bucephalus
2825,1996-12-06,Double Jeopardy!,WORLD FACTS,$1000.00,In area this country whose capital is now called Yangon is the largest in mainland southeast Asia,Myanmar (Burma)
2825,1996-12-06,Double Jeopardy!,ART & ARTISTS,$1000.00,"You can see this British sculptor's ""Reclining Mother and Child"" at the Walker Art Center in Minneapolis",Henry Moore
2825,1996-12-06,Double Jeopardy!,BUSINESS & INDUSTRY,$600.00,In 1811 this German family began its steel-making business by constructing a plant in Essen,Krupp
2825,1996-12-06,Double Jeopardy!,HISTORY,$1000.00,"In the midst of the Korean War, this South Korean president was elected to his second of 4 terms",Syngman Rhee
2825,1996-12-06,Double Jeopardy!,POETS,$1000.00,"He once wrote, ""I choose to be a plain New Hampshire farmer""",Robert Frost
2825,1996-12-06,Final Jeopardy!,BRITISH NOVELS,None,"This 1895 novel is subtitled ""An Invention""",The Time Machine
6037,2010-12-07,Jeopardy!,LOST IN SPACE,$200.00,"While making repairs on the Intl. Space Station, Scott Parazynski lost a needle-nose pair of these",pliers
6037,2010-12-07,Jeopardy!,TIMELESS TV,$200.00,September 2010 brought the 45th edition of this comedian's telethon,Jerry Lewis
6037,2010-12-07,Jeopardy!,LET'S HIT IT,$200.00,"Hit this paper mache container, Spanish for ""jug"", if you want candy and small gifts",pinata
6037,2010-12-07,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$200.00,"""In 1997, the House (of Reps.) voted to reprimand him... It marked the first time the House had reprimanded a Speaker""",Gingrich
6037,2010-12-07,Jeopardy!,MONEY SLANG,$200.00,"We'll give you $200, not $1,000, for this five letter word meaning stately or majestic",grand
6037,2010-12-07,Jeopardy!,RVs,$200.00,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_26.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  The GMC Motorhome from the '60s & 70s was among the first models to have this innovation that helps with traction by putting the weight over the <a href=""http://www.j-archive.com/media/2010-12-07_J_26a.jpg"" target=""_blank"">wheels</a> that do the work",front-wheel drive
6037,2010-12-07,Jeopardy!,LOST IN SPACE,$400.00,"In its years of operation, this Soviet space station released more than 200 objects (mostly trash) into space",Mir
6037,2010-12-07,Jeopardy!,TIMELESS TV,$400.00,"Originally a half hour, this soap started in 1963 & featured Nurse Jessie Brewer",General Hospital
6037,2010-12-07,Jeopardy!,LET'S HIT IT,$400.00,This word seen on doors is what a right-handed batter does when he hits the ball to left field,pull
6037,2010-12-07,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$400.00,"""See Simon, Paul""",(Art) Garfunkel
6037,2010-12-07,Jeopardy!,MONEY SLANG,$400.00,"Proverbially, you can ""break"" this food, or ""take (it) out of someone's mouth""; earn some dough",bread
6037,2010-12-07,Jeopardy!,RVs,$400.00,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_27.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  I'm behind the wheel of the <a href=""http://www.j-archive.com/media/2010-12-07_J_27a.jpg"" target=""_blank"">very first motor home</a>, from the company whose name has become a synonym for ""motor home""; since 1967, they've sold over 400,000 of them",Winnebago
6037,2010-12-07,Jeopardy!,LOST IN SPACE,$600.00,"Ed White, the first U.S. spacewalker, lost one of these outside Gemini 4; he must've looked like a later ""moonwalker""",a glove
6037,2010-12-07,Jeopardy!,TIMELESS TV,$600.00,In 1948 Douglas Edwards became the first anchor of this network's Evening News,CBS
6037,2010-12-07,Jeopardy!,LET'S HIT IT,$600.00,Aaron Fechter invented this carnival game where you hit a mammal with a mallet,Whack-A-Mole
6037,2010-12-07,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$600.00,"""American poet... became known as a leader of the Beat literary movement of the 1950s""",(Allen) Ginsberg
6037,2010-12-07,Jeopardy!,MONEY SLANG,"$2,200.00",The shell of this mollusk is composed chiefly of calcium carbonate,a clam
6037,2010-12-07,Jeopardy!,RVs,$600.00,"(<a href=""http://www.j-archive.com/media/2010-12-07_J_28.jpg"" target=""_blank"">Kelly of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.</a>)  One of the first times a movie star received a <a href=""http://www.j-archive.com/media/2010-12-07_J_28a.jpg"" target=""_blank"">fancy trailer</a> as a perk was in 1931; Paramount gave a <a href=""http://www.j-archive.com/media/2010-12-07_J_28b.jpg"" target=""_blank"">Chevy house car</a> to <a href=""http://www.j-archive.com/media/2010-12-07_J_28c.jpg"" target=""_blank""> this</a> sexy star as she left the stage to make movies like ""She Done Him Wrong""",Mae West
6037,2010-12-07,Jeopardy!,LOST IN SPACE,$800.00,Piers Sellers lost a tool in space while spreading putty into this Space Shuttle named for Capt. Cook's ship,Discovery
6037,2010-12-07,Jeopardy!,TIMELESS TV,$800.00,"Shown Saturday afternoons on ABC, this sport's tour outdrew college football & moved to ESPN in 1997",the pro bowling tour
6037,2010-12-07,Jeopardy!,LET'S HIT IT,$800.00,Everlast makes these that come in speed and heavy varieties,punching bags
6037,2010-12-07,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$800.00,"""Served under the Apache leaders Cochise and Mangas Coloradas... in 1894, he was moved to Fort Sill",Geronimo
6037,2010-12-07,Jeopardy!,MONEY SLANG,$800.00,You don't get 5 guesses at this winglike appendage to the underwater portion of a hull,a fin
6037,2010-12-07,Jeopardy!,LOST IN SPACE,$1000.00,"In 1992 Space Shuttle astronauts delivered ashes of this ""Star Trek"" creator into the final frontier",Gene Roddenberry
6037,2010-12-07,Jeopardy!,TIMELESS TV,$1000.00,"2010's ""When Love Is Not Enough"" was the 240th presentation in this series from a greeting card company",Hallmark Hall of Fame
6037,2010-12-07,Jeopardy!,LET'S HIT IT,$1000.00,"In some casinos, a blackjack dealer must hit with an ace & a 6, known as this type of 17",soft
6037,2010-12-07,Jeopardy!,"WORLD BOOK DESCRIBES THE ""G"" MAN",$1000.00,"""One of the most original and provocative American architects working today""",(Frank) Gehry
6037,2010-12-07,Jeopardy!,MONEY SLANG,$1000.00,"When speaking of Messrs. Netanyahu or Britten, it's all about the first name, pluralized",the Benjamins
6037,2010-12-07,Double Jeopardy!,PLAY HEROINES,$400.00,Blanche DuBois,A Streetcar Named Desire
6037,2010-12-07,Double Jeopardy!,DEFENESTRATION IN CINEMA,$400.00,"Giving the devil his due, Fr. Karras invites the devil inside himself, then exits from the second floor in this 1973 movie",The Exorcist
6037,2010-12-07,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$400.00,3.6 million: Down Under,Melbourne
6037,2010-12-07,Double Jeopardy!,TAINTED GOV,$400.00,"In 2010 this Illinois governor was tried on corruption charges, but convicted on only 1 count",Blagojevich
6037,2010-12-07,Double Jeopardy!,MEDICINE,$400.00,"As Franklin D. Roosevelt's blood pressure was 300/190, he suffered from this 1-word condition",hypertension
6037,2010-12-07,Double Jeopardy!,4 CONSONANTS IN A ROW,$400.00,"If you're vertical but supported by your palms, you're doing one of these",a handstand
6037,2010-12-07,Double Jeopardy!,PLAY HEROINES,$800.00,Emily Webb of Grover's Corners,Our Town
6037,2010-12-07,Double Jeopardy!,DEFENESTRATION IN CINEMA,$800.00,"In this Bruce Willis movie, the villain goes out the window of the Nakatomi building, gun in hand",Die Hard
6037,2010-12-07,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$800.00,11 million: on Luzon Island,Manila
6037,2010-12-07,Double Jeopardy!,TAINTED GOV,$800.00,In 2006 this Illinois governor was busted for racketeering; what's in the water there?,George Ryan
6037,2010-12-07,Double Jeopardy!,MEDICINE,$800.00,In 1905 German scientist Alfred Einhorn created this first injectable local anesthetic used in dentistry,novocaine
6037,2010-12-07,Double Jeopardy!,4 CONSONANTS IN A ROW,$800.00,A caterpillar that moves by contraction & expansion,an inchworm
6037,2010-12-07,Double Jeopardy!,DEFENESTRATION IN CINEMA,$1200.00,"Movie in which Axel Foley asks, ""where ...you get off arresting me for being thrown out a window?""",Beverly Hills Cop
6037,2010-12-07,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$1200.00,1.1 million: in the heart of the Po River Valley,Milan
6037,2010-12-07,Double Jeopardy!,TAINTED GOV,$1200.00,"In 2010 it was revealed that Robert Rizzo made $800,000 a year as the city this of Bell, Calif., population 37,000",manager
6037,2010-12-07,Double Jeopardy!,MEDICINE,$1200.00,"Micro-Trach is an oxygen delivery system developed by this physician known for his ""maneuver""",(Henry) Heimlich
6037,2010-12-07,Double Jeopardy!,4 CONSONANTS IN A ROW,"$3,400.00","A loop found on footwear, it's a symbol of success through one's own efforts",a bootstrap
6037,2010-12-07,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS","$3,000.00",18 million: on the Arabian Sea,Mumbai
6037,2010-12-07,Double Jeopardy!,TAINTED GOV,$1600.00,In 2010 a House committee charged this veteran Harlem congressman with ethics violations,(Charlie) Rangel
6037,2010-12-07,Double Jeopardy!,MEDICINE,$1600.00,"(<a href=""http://www.j-archive.com/media/2010-12-07_DJ_09.jpg"" target=""_blank"">Dr. Oz presents the clue.</a>) By surgically interrupting the electrical impulses that are causing an abnormal rhythm, the maze procedure is designed to threat this type of heart arrhythmia abbreviated ""A.F.""",atrial fibrillation
6037,2010-12-07,Double Jeopardy!,4 CONSONANTS IN A ROW,$1600.00,Hard coal that burns with little flame,anthracite
6037,2010-12-07,Double Jeopardy!,PLAY HEROINES,$2000.00,Barbara Undershaft,Major Barbara
6037,2010-12-07,Double Jeopardy!,DEFENESTRATION IN CINEMA,$2000.00,"In this Coen Brothers movie, Charles Durning jumps out a window during a board meeting",The Hudsucker Proxy
6037,2010-12-07,Double Jeopardy!,"A MASSIVE ""M""ETROPOLIS",$2000.00,3.2 million: 150 miles from Bogota,Medellin
6037,2010-12-07,Double Jeopardy!,TAINTED GOV,$2000.00,"Elected to the Senate in 1930, he refused to resign as Louisiana's gov. until '32, when his handpicked crony got the gig",Huey Long
6037,2010-12-07,Double Jeopardy!,MEDICINE,$2000.00,"The name of this branch of pediatrics that deals with newborn infants literally means ""newborn study""",neonatal
6037,2010-12-07,Double Jeopardy!,4 CONSONANTS IN A ROW,$2000.00,This important mechanism is what you're turning when you wind a clock,the mainspring
6037,2010-12-07,Final Jeopardy!,FLAGS OF THE WORLD,None,"In use from 1844 to 1905, a flag representing the union of these 2 countries was nicknamed the ""herring salad""",Norway and Sweden
5243,2007-05-30,Jeopardy!,AMERICAN AUTHORS,$200.00,"While he was in Spain in 1959, he wrote ""The Dangerous Summer"", a story about rival bullfighters",Hemingway
5243,2007-05-30,Jeopardy!,BEGINNING & END,$200.00,"Like a door, a Broadway show does these 2 things",open & close
5243,2007-05-30,Jeopardy!,STATE SUPERLATIVES,$200.00,A valley at 282 feet below sea level in this state is the lowest point in the Western Hemisphere,California
5243,2007-05-30,Jeopardy!,3 LITTLE LETTERS,$200.00,"Like banks, many grocery stores now have these for dispensing cash & taking deposits",ATMs
